"Stedtekst","Dato","Medie","Dybde","Målested, x-koordinat","Målested, y-koordinat","Parameter","Resultat-attribut","Resultat","Enhed","Kvalitetsmærke"
"HALD SØ ST.3","04.05.2005 12.00.00 +02:00","Vandløb",8.5,521059,6249273,"Oxygen indhold"," =",7.6,"mg/l",2
"SØGÅRD SØ (SYD, v. Vamdrup) - vandkemi","03.09.1998 12.00.00 +02:00","Vandløb",0.97,520785,6142631,"Oxygenmætning"," =",103.8,"pct",2
"HARALDSTED LANGESØ, hovedstation","14.08.2014 12.00.00 +02:00","Vandløb",0.99,674662,6152198,"Oxygen indhold"," =",10.24,"mg/l",2
"Fønix Sø /001","02.07.2008 12.00.00 +02:00","Vandløb",1,598288,6132928,"Oxygen indhold"," =",13.6,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","21.06.2011 12.00.00 +02:00","Vandløb",18.07,552519,6218243,"Oxygenmætning"," =",59.7,"pct",2
"SUNDS SØ, Vandkemi","29.08.2018 12.00.00 +02:00","Vandløb",2.2,501979,6229849,"Oxygen indhold"," =",9.96,"mg/l",3
"NORS SØ - vandkemi","22.01.2008 12.00.00 +01:00","Vandløb",9,476319,6320842,"Oxygen indhold"," =",12.3,"mg/l",3
"MEJLBYGÅRD SØ, Vandkemi","16.08.2016 12.00.00 +02:00","Vandløb",14,454650,6218044,"Oxygenmætning"," =",0.2,"pct",3
"ØRNSØ  - vandkemi","16.03.1994 12.00.00 +01:00","Vandløb",7,532481,6223358,"Oxygen indhold"," =",12.7,"mg/l",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","17.01.2008 12.00.00 +01:00","Vandløb",5.5,504515,6211704,"Oxygenmætning"," =",96,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","11.08.2009 12.00.00 +02:00","Vandløb",17.06,552519,6218243,"Oxygen indhold"," =",4.1,"mg/l",2
"NORS SØ - vandkemi","17.12.2020 12.00.00 +01:00","Vandløb",3,476319,6320842,"Oxygenmætning"," =",97.87,"pct",2
"VELLING IGELSØ, midt - vandkemi","09.04.2002 12.00.00 +02:00","Vandløb",0.2,532507,6211090,"Oxygenmætning"," =",104,"pct",2
"Skanderborg Sø - vandkemi","19.04.1995 12.00.00 +02:00","Vandløb",14,557952,6207834,"Oxygenmætning"," =",100,"pct",2
"FLØDESTRUP SØ ST AMT","08.06.1999 12.00.00 +02:00","Vandløb",0.2,606294,6137712,"Oxygen indhold"," =",7,"mg/l",2
"SØBO SØ, vandkemi","04.10.2011 12.00.00 +02:00","Vandløb",0.2,576888,6118630,"Oxygenmætning"," =",108,"pct",2
"HALD SØ, Vandkemi","22.07.2002 12.00.00 +02:00","Vandløb",23,520999,6247723,"Oxygen indhold"," =",2.9,"mg/l",2
"ARRESØ, kemi","12.09.2016 12.00.00 +02:00","Vandløb",3,693898,6209574,"Oxygenmætning"," =",105,"pct",3
"ARRESØ, kemi","04.07.1996 12.00.00 +02:00","Vandløb",1,693898,6209574,"Oxygen indhold"," =",10.4,"mg/l",2
"STORE HULSØ, kemi","12.11.2001 12.00.00 +01:00","Vandløb",2,715003,6186832,"Oxygen indhold"," =",7.51,"mg/l",2
"SØNDERSØ, kemi","14.06.1995 12.00.00 +02:00","Vandløb",4,710238,6186185,"Oxygenmætning"," =",83.8,"pct",2
"FURESØ, kemi","13.05.2004 12.00.00 +02:00","Vandløb",1.58,714084,6189179,"Oxygenmætning"," =",112.3,"pct",2
"NORS SØ - vandkemi","09.10.2014 12.00.00 +02:00","Vandløb",3,476319,6320842,"Oxygenmætning"," =",96.8,"pct",2
"Store Søgård Sø - vandkemi","09.10.2012 12.00.00 +02:00","Vandløb",1,528587,6087722,"Oxygen indhold"," =",10.35,"mg/l",2
"SØHOLM SØ /001","08.01.1991 12.00.00 +01:00","Vandløb",1,571863,6125861,"Oxygenmætning"," =",95,"pct",2
"Agsø - vandkemi","10.05.2012 12.00.00 +02:00","Vandløb",3,529690,6095870,"Oxygen indhold"," =",8.1,"mg/l",2
"STORE KATTINGE SØ, kemi","05.07.2018 12.00.00 +02:00","Vandløb",3,689552,6172212,"Oxygenmætning"," =",45,"pct",3
"RAVNSØ, MIDT -- RAV1 - vandkemi","11.12.2024 12.00.00 +01:00","Vandløb",12.03,552519.0274697327,6218242.98182966,"Oxygenmætning","",73.0825,"pct",2
"VESTERBORG SØ, kemi","16.04.1996 12.00.00 +02:00","Vandløb",1.5,645924,6082133,"Oxygen indhold"," =",17.1,"mg/l",2
"DYBVAD SØ AMT ST","21.08.1995 12.00.00 +02:00","Vandløb",1,582504,6348669,"Oxygen indhold"," =",17.3,"mg/l",2
"HORNUM SØ - vandkemi","27.06.2012 12.00.00 +02:00","Vandløb",0.2,545563,6306744,"Oxygenmætning"," =",91.8,"pct",2
"ARRESØ, kemi","22.10.1992 12.00.00 +01:00","Vandløb",3.8,693898,6209574,"Oxygenmætning"," =",107,"pct",2
"FUSSING SØ ØST--FUS 1","17.09.1975 12.00.00 +01:00","Vandløb",12,554947,6259157,"Oxygen indhold"," =",8.4,"mg/l",2
"HALD SØ, Vandkemi","09.08.1990 12.00.00 +02:00","Vandløb",10,520999,6247723,"Oxygen indhold"," =",5.1,"mg/l",1
"Hostrup Sø - vandkemi","23.04.2014 12.00.00 +02:00","Vandløb",1,527763,6090708,"Oxygenmætning"," =",98.8,"pct",2
"NORS SØ - vandkemi","05.10.2016 12.00.00 +02:00","Vandløb",5,476319,6320842,"Oxygenmætning"," =",96.3,"pct",3
"BUE SØ, kemi","17.08.1999 12.00.00 +02:00","Vandløb",1,688018,6170184,"Oxygen indhold"," =",11.66,"mg/l",2
"SØHOLM SØ /001","21.05.2001 12.00.00 +02:00","Vandløb",7,571863,6125861,"Oxygen indhold"," =",7.4,"mg/l",2
"Store Søgård Sø - vandkemi","21.01.2000 12.00.00 +01:00","Vandløb",1,528587,6087722,"Oxygen indhold"," =",12.8,"mg/l",2
"SØTORUP SØ, kemi","19.08.1994 12.00.00 +02:00","Vandløb",10.02,689419,6132094,"Oxygenmætning"," =",2,"pct",2
"Hostrup Sø - vandkemi","15.01.2004 12.00.00 +01:00","Vandløb",3,527763,6090708,"Oxygenmætning"," =",96.7,"pct",2
"HINGE SØ - vandkemi","01.08.1994 12.00.00 +02:00","Vandløb",1.5,531019,6234743,"Oxygen indhold"," =",10.9,"mg/l",2
"HALD SØ, Vandkemi","07.07.2008 12.00.00 +02:00","Vandløb",17.72,520999,6247723,"Oxygen indhold"," =",4,"mg/l",2
"HALD SØ, Vandkemi","14.07.1997 12.00.00 +02:00","Vandløb",4,520999,6247723,"Oxygen indhold"," =",12.3,"mg/l",2
"TJELE LANGSØ, Vandkemi","09.08.2017 12.00.00 +02:00","Vandløb",8,538029,6265253,"Oxygen indhold"," =",6.77,"mg/l",3
"SØBY SØ, MIDTJYLLAND, Vandkemi","11.12.2008 12.00.00 +01:00","Vandløb",0.98,504515,6211704,"Oxygenmætning"," =",87,"pct",2
"VEDSØ, NONBO, Vandkemi","18.08.2015 12.00.00 +02:00","Vandløb",5.5,524269,6251523,"Oxygen indhold"," =",8.23,"mg/l",2
"Fårup Sø - vandkemi","09.03.1992 12.00.00 +01:00","Vandløb",5,525369,6176393,"Oxygen indhold"," =",14,"mg/l",2
"HORNUM SØ - vandkemi","20.03.2013 12.00.00 +01:00","Vandløb",2,545563,6306744,"Oxygen indhold"," =",13.41,"mg/l",3
"NØRREMOSE SØ, Vandkemi","10.08.2010 12.00.00 +02:00","Vandløb",5.27,524179,6262593,"Oxygen indhold"," =",1.4,"mg/l",2
"SALTEN LANGSØ , MIDT --SAL2","14.02.2007 12.00.00 +01:00","Vandløb",2.1,539846,6213393,"Oxygen indhold"," =",13,"mg/l",2
"KORNERUP SØ, kemi","22.07.1992 12.00.00 +02:00","Vandløb",3,687852,6168864,"Oxygen indhold"," =",0.15,"mg/l",2
"Store Søgård Sø - vandkemi","05.12.2018 12.00.00 +01:00","Vandløb",0.2,528587,6087722,"Oxygen indhold"," =",11.23,"mg/l",3
"PYRITSØEN, kemi ","18.05.2005 12.00.00 +02:00","Vandløb",13.84,863551,6126567,"Oxygen indhold"," =",11.57,"mg/l",2
"HALD SØ, Vandkemi","27.09.2006 12.00.00 +02:00","Vandløb",4,520999,6247723,"Oxygen indhold"," =",9.1,"mg/l",2
"NORS SØ - vandkemi","24.05.2013 12.00.00 +02:00","Vandløb",11,476319,6320842,"Oxygenmætning"," =",95.3,"pct",2
"VIBORG NØRRESØ, Vandkemi","18.07.1994 12.00.00 +02:00","Vandløb",2,526649,6257983,"Oxygen indhold"," =",11.1,"mg/l",2
"RÆVSØ, MIDT","03.06.2015 12.00.00 +02:00","Vandløb",9.02,527614,6208973,"Oxygen indhold"," =",2.8,"mg/l",2
"SØTORUP SØ, kemi","09.10.1995 12.00.00 +01:00","Vandløb",13.01,689419,6132094,"Oxygen indhold"," =",4.7,"mg/l",2
"KIMMERSLEV SØ, kemi","15.08.2016 12.00.00 +02:00","Vandløb",4,688780,6153065,"Oxygen indhold"," =",8.2,"mg/l",3
"FURESØ, kemi","13.10.1987 12.00.00 +01:00","Vandløb",3,714084,6189179,"Oxygenmætning"," =",88.9,"pct",2
"Råstofsø NØ for Rødekro (G36) - vandkemi","10.05.2012 12.00.00 +02:00","Vandløb",2,523625,6104547,"Oxygenmætning"," =",102,"pct",2
"KALLERUP KÆR, Vandkemi","20.04.2010 12.00.00 +02:00","Vandløb",0.2,468313,6277078,"Oxygen indhold"," =",13,"mg/l",2
"ØRNSØ  - vandkemi","14.03.2001 12.00.00 +01:00","Vandløb",3,532481,6223358,"Oxygen indhold"," =",10.3,"mg/l",2
"Råstofsø ved Nørre Hostrup - vandkemi","08.09.2025 12.00.00 +02:00","Vandløb",9,517922.963653518,6104339.076451887,"Oxygen indhold","",0,"mg/l",2
"FØLSTRUP DAM, kemi","26.09.2019 12.00.00 +02:00","Vandløb",1,707947,6206871,"Oxygenmætning"," =",66,"pct",3
"VEJLESØ, MIDT","30.10.2003 12.00.00 +01:00","Vandløb",4.35,717014,6190183,"Oxygenmætning"," =",81.7,"pct",2
"SARUP SØ ST AMT","23.04.2003 12.00.00 +02:00","Vandløb",0.2,567954,6118169,"Oxygenmætning"," =",107,"pct",2
"VELLING IGELSØ, midt - vandkemi","31.05.1995 12.00.00 +02:00","Vandløb",13,532507,6211090,"Oxygenmætning"," =",46,"pct",1
"Sortesø /001, Fyn","09.08.2022 12.00.00 +02:00","Vandløb",0.53,583515.0032245216,6108992.953458692,"Oxygen indhold","",10.5297,"mg/l",2
"AVNSØ  AVN 1","25.08.1993 12.00.00 +02:00","Vandløb",4,535619,6222193,"Oxygen indhold"," =",0.1,"mg/l",2
"MØLLESØ, Falster, kemi","08.05.1990 12.00.00 +02:00","Vandløb",0.2,691301,6081685,"Oxygenmætning"," =",108,"pct",2
"Arreskov Sø /004","30.04.2018 12.00.00 +02:00","Vandløb",1,583299,6113387,"Oxygen indhold"," =",9.69,"mg/l",3
"Porskær Grusgravsø  - vandkemi","08.07.2021 12.00.00 +02:00","Vandløb",0.23,519773.9999833182,6091832.003776077,"Oxygenmætning"," =",112.08,"pct",2
"GÅRDSVIG SØ, Vandkemi","08.05.2018 12.00.00 +02:00","Vandløb",6,483555,6200106,"Oxygen indhold"," =",0.01,"mg/l",3
"FURESØ, kemi","08.06.1989 12.00.00 +02:00","Vandløb",10,714084,6189179,"Oxygenmætning"," =",84.5,"pct",2
"BRYRUP LANGSØ,  BRY 1","17.07.1991 12.00.00 +02:00","Vandløb",4,532693,6208262,"Oxygen indhold"," =",9.3,"mg/l",2
"HVIDKILDE SØ /001","20.04.1990 12.00.00 +02:00","Vandløb",0.2,597396,6103326,"Oxygenmætning"," =",95,"pct",2
"ØRNSØ  - vandkemi","20.07.1999 12.00.00 +02:00","Vandløb",3,532481,6223358,"Oxygenmætning"," =",57,"pct",2
"Skanderborg Sø - vandkemi","15.05.1995 12.00.00 +02:00","Vandløb",14,557952,6207834,"Oxygen indhold"," =",11.1,"mg/l",2
"KALGÅRD SØ, MIDT","01.09.1994 12.00.00 +02:00","Vandløb",8,528319,6207543,"Oxygen indhold"," =",0.3,"mg/l",2
"FURESØ, kemi","07.10.2008 12.00.00 +02:00","Vandløb",29,714084,6189179,"Oxygenmætning"," =",51,"pct",2
"SNÆBUM SØ - vandkemi","30.09.2015 12.00.00 +02:00","Vandløb",3,539799,6278193,"Oxygenmætning"," =",99.2,"pct",2
"Arreskov Sø /004","12.01.1993 12.00.00 +01:00","Vandløb",3,583299,6113387,"Oxygenmætning"," =",96,"pct",2
"BURESØ","12.04.2012 12.00.00 +02:00","Vandløb",9,701619,6191260,"Oxygenmætning"," =",90,"pct",2
"FUSSING SØ Ø FOR TRÆDEPONI","08.07.1982 12.00.00 +02:00","Vandløb",9,552368,6259201,"Oxygen indhold"," =",6.5,"mg/l",2
"MAGLESØ, kemi","08.04.2010 12.00.00 +02:00","Vandløb",1,669464,6168553,"Oxygen indhold"," =",13.1,"mg/l",2
"Fårup Sø - vandkemi","06.01.1992 12.00.00 +01:00","Vandløb",1.12,525369,6176393,"Oxygen indhold"," =",12.1,"mg/l",2
"THYBORØN FJORD, Vandkemi","15.07.2021 12.00.00 +02:00","Vandløb",3.4,451507.00004059495,6283127.003512593,"Oxygen indhold"," =",7.3,"mg/l",2
"ULVEDYBET - vandkemi","21.02.2023 12.00.00 +01:00","Vandløb",1.5,539589.0353088386,6327186.038167824,"Oxygenmætning","",99.9038,"pct",2
"UTTERSLEV MOSE, ØSTLIGE BASSIN, kemi","26.03.2021 12.00.00 +01:00","Vandløb",1,720911.9998051785,6180567.003862453,"Oxygen indhold","",12.73,"mg/l",1
"OVERSØ","04.09.2007 12.00.00 +02:00","Vandløb",6,540802,6211728,"Oxygen indhold","<",0.2,"mg/l",2
"LYNGBY SØ, MIDT I VESTBASSIN, kemi","29.07.2024 12.00.00 +02:00","Vandløb",2.01,718006.0826477685,6186555.364763884,"Oxygen indhold","",9.22,"mg/l",2
"HALD SØ, Vandkemi","16.10.1997 12.00.00 +02:00","Vandløb",18,520999,6247723,"Oxygen indhold"," =",4.4,"mg/l",2
"Råkær Grusgravssø - Øst  - vandkemi","25.05.2021 12.00.00 +02:00","Vandløb",3,521926.99998150184,6091902.003775994,"Oxygen indhold"," =",10.87,"mg/l",2
"BLIDEN, kemi","27.05.2008 12.00.00 +02:00","Vandløb",0.5,645919,6159194,"Oxygen indhold"," =",13.6,"mg/l",2
"ARRESØ, kemi","11.11.2009 12.00.00 +01:00","Vandløb",3,693898,6209574,"Oxygenmætning"," =",93,"pct",2
"MAGLESØ, kemi","14.05.1997 12.00.00 +02:00","Vandløb",3.01,669464,6168553,"Oxygen indhold"," =",10.8,"mg/l",2
"Vejlen, Tåsinge /001","14.04.2005 12.00.00 +02:00","Vandløb",0.2,598488,6095353,"Oxygenmætning"," =",126,"pct",2
"RING SØ","22.08.1989 12.00.00 +02:00","Vandløb",3,537179,6202473,"Oxygen indhold"," =",8.6,"mg/l",2
"Råstofsø NØ for Rødekro 1 (G31) - vandkemi","04.09.2024 12.00.00 +02:00","Vandløb",1,522520.03751400526,6103561.095391465,"Oxygen indhold","",11.29,"mg/l",2
"VESTERBORG SØ N","05.02.2004 12.00.00 +01:00","Vandløb",2,645981,6082426,"Oxygen indhold"," =",11.2,"mg/l",2
"HALE SØ, Vandkemi","12.08.2008 12.00.00 +02:00","Vandløb",0.2,536077,6274177,"Oxygenmætning"," =",107,"pct",2
"Vedbøl Sø - vandkemi","18.09.2012 12.00.00 +02:00","Vandløb",0.2,525333,6115998,"Oxygen indhold"," =",9.07,"mg/l",2
"Halk Nor - vandkemi","26.06.2007 12.00.00 +02:00","Vandløb",0.5,540239,6114974,"Oxygenmætning"," =",106,"pct",2
"TRANEMOSE, Vandkemi","13.11.2025 12.00.00 +01:00","Vandløb",0.2,490192.01404185983,6264036.095954824,"Oxygenmætning","",90.23,"pct",2
"ESRUM SØ, kemi","26.06.1990 12.00.00 +02:00","Vandløb",1,711305,6213072,"Oxygenmætning"," =",105,"pct",2
"LANGÅ SØ","13.07.2011 12.00.00 +02:00","Vandløb",2,554648,6249847,"Oxygenmætning"," =",95,"pct",2
"SØ VED KULGÅRDEN, Vandkemi","23.08.2021 12.00.00 +02:00","Vandløb",5.5,511968.9999899324,6198477.003632425,"Oxygen indhold"," =",7.6,"mg/l",2
"Engelsholm Sø - vandkemi","28.05.1991 12.00.00 +02:00","Vandløb",4.5,520069,6174893,"Oxygen indhold"," =",8,"mg/l",2
"Kvie Sø - vandkemi","11.05.1999 12.00.00 +02:00","Vandløb",0.2,485559,6175543,"Oxygen indhold"," =",10.02,"mg/l",2
"SKÅN SØ, Vandkemi","07.11.2006 12.00.00 +01:00","Vandløb",2,489508,6262774,"Oxygen indhold"," =",10.1,"mg/l",2
"Langesø /002","06.08.2007 12.00.00 +02:00","Vandløb",0.5,575712,6143790,"Oxygen indhold"," =",21.8,"mg/l",2
"HAMPEN SØ, Vandkemi","12.07.2022 12.00.00 +02:00","Vandløb",0.2,524668.9673807609,6208043.028557893,"Oxygen indhold","",9.6944,"mg/l",2
"ARRESØ, kemi","08.02.2000 12.00.00 +01:00","Vandløb",2,693898,6209574,"Oxygenmætning"," =",100,"pct",2
"LEMVIG SØ, Vandkemi","13.06.1996 12.00.00 +02:00","Vandløb",2,457993,6266836,"Oxygen indhold"," =",8.2,"mg/l",2
"BRYRUP LANGSØ,  BRY 1","17.05.2000 12.00.00 +02:00","Vandløb",5,532693,6208262,"Oxygen indhold"," =",11.2,"mg/l",2
"SØHOLM SØ /001","06.06.2007 12.00.00 +02:00","Vandløb",3,571863,6125861,"Oxygen indhold"," =",11,"mg/l",2
"BASTRUP SØ, kemi","02.11.1988 12.00.00 +01:00","Vandløb",1,704828,6190664,"Oxygen indhold"," =",11.3,"mg/l",2
"Keldsnor /001, vandkemi, sediment","02.12.2004 12.00.00 +01:00","Vandløb",0.6,609890,6065908,"Oxygenmætning"," =",78,"pct",2
"HOLMDRUP MOSE","01.03.1995 12.00.00 +01:00","Vandløb",0.5,605533,6108187,"Oxygen indhold"," =",12.6,"mg/l",2
"KLOKKERHOLM MØLLESØ - vandkemi","26.06.2025 12.00.00 +02:00","Vandløb",0.52,569930.0463203817,6341884.07241307,"Oxygen indhold","",13.81,"mg/l",2
"NEDERSØ, Vandkemi","04.05.2004 12.00.00 +02:00","Vandløb",0.99,521067,6198453,"Oxygenmætning"," =",114.5,"pct",2
"SØLLERØD SØ, kemi","12.10.1988 12.00.00 +01:00","Vandløb",2,718410,6190956,"Oxygen indhold"," =",8.4,"mg/l",2
"ØRNSØ  - vandkemi","14.03.1991 12.00.00 +01:00","Vandløb",0.2,532481,6223358,"Oxygenmætning"," =",91,"pct",2
"Skanderborg Sø - vandkemi","27.06.1990 12.00.00 +02:00","Vandløb",9,557952,6207834,"Oxygenmætning"," =",47,"pct",2
"HINGE SØ - vandkemi","13.11.2006 12.00.00 +01:00","Vandløb",0.2,531019,6234743,"Oxygen indhold"," =",12.2,"mg/l",2
"FURESØ, kemi","09.05.2005 12.00.00 +02:00","Vandløb",12.24,714084,6189179,"Oxygenmætning"," =",118.3,"pct",2
"ESRUM SØ, kemi","17.07.1986 12.00.00 +02:00","Vandløb",19,711305,6213072,"Oxygen indhold"," =",0.5,"mg/l",2
"Engelsholm Sø - vandkemi","19.05.2003 12.00.00 +02:00","Vandløb",5.5,520069,6174893,"Oxygenmætning"," =",115.9,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","10.04.2018 12.00.00 +02:00","Vandløb",23.28,552519,6218243,"Oxygenmætning"," =",101.7,"pct",3
"TEBSTRUP SØ","11.06.2012 12.00.00 +02:00","Vandløb",9.15,554540,6201824,"Oxygen indhold"," =",1.8,"mg/l",2
"KALGÅRD SØ, MIDT","26.08.2003 12.00.00 +02:00","Vandløb",0.2,528319,6207543,"Oxygen indhold"," =",9.2,"mg/l",2
"SØHOLM SØ /001","02.08.2004 12.00.00 +02:00","Vandløb",4,571863,6125861,"Oxygenmætning"," =",51,"pct",2
"SØRUP SØ, Fyn /001","03.05.2023 12.00.00 +02:00","Vandløb",0.51,599780.9476146414,6104175.344131517,"Oxygen indhold","",11.6191,"mg/l",2
"ØRNSØ  - vandkemi","27.06.2001 12.00.00 +02:00","Vandløb",1.1,532481,6223358,"Oxygenmætning"," =",169,"pct",2
"Skanderborg Sø - vandkemi","27.06.2023 12.00.00 +02:00","Vandløb",4.97,557734.0388300045,6207912.951459181,"Oxygenmætning","",90.0572,"pct",2
"BRASSØ, BRA 1","17.11.1992 12.00.00 +01:00","Vandløb",6,536232,6221992,"Oxygenmætning"," =",113,"pct",2
"BRYRUP LANGSØ,  BRY 1","06.08.1992 12.00.00 +02:00","Vandløb",7,532693,6208262,"Oxygen indhold"," =",7.8,"mg/l",2
"Spjarup Sø - vandkemi","09.08.2006 12.00.00 +02:00","Vandløb",0.5,517092,6166616,"Oxygenmætning"," =",180.9,"pct",2
"FURESØ, kemi","18.09.2003 12.00.00 +02:00","Vandløb",20.39,714084,6189179,"Oxygen indhold"," =",9.28,"mg/l",2
"TISSØ, kemi","13.04.2004 12.00.00 +02:00","Vandløb",7.11,644295,6162469,"Oxygenmætning"," =",135.5,"pct",2
"STUBBERGÅRD SØ, Vandkemi","11.05.2006 12.00.00 +02:00","Vandløb",3,495462,6253704,"Oxygenmætning"," =",126,"pct",2
