"StedID","Stedtekst","Medie","Vandområde","Dato","Prøvetype","Målested, x-koordinat","Målested, y-koordinat","Dybde (m)","Faktiske dybder (m)","Analysefraktion","Stofparameter","Resultat-attribut","Resultat","Enhed","Detektionsgrænse LD","Kvantifikationsgrænse LQ","Kvalitetsmærke"
94230020,"6910008","Marin","Seden Strand","18.07.2002 12.00.00 +02:00","Enkeltprøve",593486.9484206162,6146066.175389178,0.2,"0,2","Ej oplyst","Ortho-phosphat-P"," =",140,"µg/l",9999999,NA,2
96750003,"0018843","Marin","Kertinge Nor","13.05.2013 12.00.00 +02:00","Enkeltprøve",599106.0062992088,6146179.953455621,1,"1","Total","Oxygenmætning"," =",93.8,"pct",9999999,NA,3
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","28.07.2025 12.00.00 +02:00","Enkeltprøve",568573.9573110034,6170379.1631423505,18.2,"18,2","Total","Oxygen indhold"," =",4.7,"mg/l",0.2,NA,2
96220087,"Øst for Næbbet","Marin","Karrebæk Fjord","02.11.1988 12.00.00 +01:00","Enkeltprøve",670898.8098616019,6118094.225287369,0.5,"0,5","Partikelbundet - fra filteret","Chlorophyl A"," =",1.52,"µg/l",9999999,NA,2
91240003,"Nissum Fjord","Marin","Feldsted Kog","20.09.1988 12.00.00 +02:00","Blandingsprøve",453706.71987458464,6241186.672594657,1.2000000000000002,"2,2; 0,2","Total","Nitrogen,total N"," =",1330,"µg/l",9999999,NA,1
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","21.01.1996 12.00.00 +01:00","Enkeltprøve",943545.1619785636,6144866.5376737,84,"84","Ej oplyst","Oxygen indhold"," =",0.73,"mg/l",9999999,NA,2
97200002,"720 Øresund, nord, åbne del","Marin","Øresund","24.11.1975 12.00.00 +01:00","Enkeltprøve",734621.8290305485,6197599.183219807,10,"10","Total","Nitrogen,total N"," =",420,"µg/l",9999999,NA,2
96600003,"6500031","Marin","Langelandssundet","06.12.1983 12.00.00 +01:00","Enkeltprøve",607927.6756836133,6098876.5314861555,2,"2","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",3.69,"mg/(m3*h)",9999999,NA,1
93220009,"322 Roskilde Fjord","Marin","Kattinge Vig","22.07.1985 12.00.00 +02:00","Enkeltprøve",689901.1244263593,6174415.232821466,1,"1","Ej oplyst","Chlorophyl A"," =",8,"µg/l",9999999,NA,2
95240002,"0018112","Marin","Gamborg Fjord","07.04.2005 12.00.00 +02:00","Enkeltprøve",548254.1384277863,6146120.310171894,10,"10","Total","Ammoniak+ammonium-N"," =",5,"µg/l",9999999,NA,2
93740017,"Hjarbæk Fjord","Marin","Hjarbæk Fjord","01.03.2006 12.00.00 +01:00","Enkeltprøve",517884.5139611584,6273548.446430428,1,"1","Total","Glødetab,susp.stof"," =",1.5,"mg/l",9999999,NA,1
96140003,"vmpr 45012","Marin","Agersø Sund, Nord","23.02.2001 12.00.00 +01:00","Enkeltprøve",637486.2893728206,6129328.893991483,31.8,"31,8","Opløst - filtrat fra filtrering","Nitrit-N"," =",16,"µg/l",9999999,NA,2
96100014,"6700051","Marin","Storebælt, Øst","27.09.2021 12.00.00 +02:00","Enkeltprøve",627625.8355107068,6115526.491736504,38.4,"38,4","Total","Oxygen indhold"," =",4.3,"mg/l",0.1,NA,2
93240002,"324 Isefjord Inderbredning","Marin","Isefjord Inderbredning","05.12.1990 12.00.00 +01:00","Blandingsprøve",676777.8668370785,6174048.9102036,2.25,"4,8; 2,4; 1,2; 0,6","Ej oplyst","Phosphor, total-P"," =",90,"µg/l",9999999,NA,2
93530076,"Udbyhøj","Marin","Randers Fjord, ydre del","03.06.1998 12.00.00 +02:00","Enkeltprøve",579626.919700555,6274355.931697767,9,"9","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",14,"µg/l",9999999,NA,2
97120007,"712 Køge Bugt","Marin","Køge Flak","13.05.1996 12.00.00 +02:00","Blandingsprøve",706165.0384520879,6160755.954015304,1.875,"4; 2; 0,5; 1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N","<",5,"µg/l",9999999,NA,2
95100001,"6100016","Marin","Nordlige Bælthav, Fyn, Nord","10.03.1983 12.00.00 +01:00","Enkeltprøve",560192.9229903336,6162278.603666123,1,"1","Ej oplyst","Nitrogen,total N"," =",400,"µg/l",9999999,NA,2
93000016,"DMU station 418","Marin","Kattegat, åbne del","01.03.2023 12.00.00 +01:00","Enkeltprøve",687312.5992320863,6251947.602563948,1,"1","Total","Oxygen indhold"," =",11.58,"mg/l",0.2,NA,2
99320001,"V for N-kost i Nordre Løb","Marin","Stege Bugt","04.02.2020 12.00.00 +01:00","Enkeltprøve",706693.4618448841,6101054.625045362,1,"1","Total","Nitrogen,total N"," =",720,"µg/l",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","05.11.1987 12.00.00 +01:00","Enkeltprøve",943545.1619785636,6144866.5376737,70,"70","Ej oplyst","Nitrogen,total N"," =",389,"µg/l",9999999,NA,2
95820001,"Åbenrå fjord","Marin","Åbenrå Fjord","30.10.2006 12.00.00 +01:00","Enkeltprøve",530101.3083530571,6098377.728366999,24.8,"24,8","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",87,"µg/l",9999999,NA,2
91330001,"Vesterhavet","Marin","Ringkøbing Fjord-Nymindegab","21.07.2011 12.00.00 +02:00","Enkeltprøve",444341.66090209706,6202728.645122723,1,"1","Total","Nitrogen,total N","",227.7787111,"µg/l",9999999,NA,3
95110001,"6100015","Marin","Æbleø, Vest","28.05.1980 12.00.00 +02:00","Enkeltprøve",568183.7388269402,6160238.228833678,1,"1","Ej oplyst","Nitrit+nitrat-N"," =",12,"µg/l",9999999,NA,2
93110002,"311 Gilleleje-Hundested","Marin","Gilleleje-Hundested","23.02.1993 12.00.00 +01:00","Enkeltprøve",678177.5912130032,6209522.629162327,9,"9","Ej oplyst","Chlorophyl A"," =",4,"µg/l",9999999,NA,2
96220120,"Vest for Kyllebæk Huse","Marin","Dybsø Fjord","03.08.1992 12.00.00 +02:00","Enkeltprøve",678545.3784793672,6113994.192269931,0.5,"0,5","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",3,"µg/l",9999999,NA,2
96100015,"6700053","Marin","Storebælt, Øst","04.03.2022 12.00.00 +01:00","Enkeltprøve",617597.4846524525,6152867.239569619,15,"15","Total","Nitrogen,total N"," =",310,"µg/l",14,NA,2
96540004,"6300044","Marin","Det Sydfynske Øhav","10.04.1978 12.00.00 +01:00","Enkeltprøve",578615.4240049997,6094198.462871092,20,"20","Ej oplyst","Ortho-phosphat-P"," =",2,"µg/l",9999999,NA,2
95800001,"6200901","Marin","Lillebælt, Vest","12.05.1993 12.00.00 +02:00","Enkeltprøve",543094.2873381255,6106242.683356339,29,"29","Ej oplyst","Ammoniak+ammonium-N"," =",169,"µg/l",9999999,NA,2
97210005,"721 Amager/Svanemøllebugten","Marin","Københavns havn, nord","31.07.1995 12.00.00 +02:00","Blandingsprøve",726371.7462715151,6178201.979239297,1,"1","Total","Phosphor, total-P"," =",48,"µg/l",9999999,NA,2
96140003,"vmpr 45012","Marin","Agersø Sund, Nord","10.01.1990 12.00.00 +01:00","Enkeltprøve",637763.1174596892,6129281.824296988,1,"1","Opløst - filtrat fra filtrering","Silicium"," =",370,"µg/l",9999999,NA,2
97200002,"720 Øresund, nord, åbne del","Marin","Øresund","17.03.2010 12.00.00 +01:00","Enkeltprøve",734655.2788436848,6197078.573654129,50,"50","Total","Nitrogen,total N"," =",564,"µg/l",9999999,NA,3
91610003,"Grådyb tidevandsområde","Marin","Grådyb, Tidevandsområde","29.01.2003 12.00.00 +01:00","Enkeltprøve",454699.30678446,6156027.718114301,1,"1","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",130,"µg/l",9999999,NA,2
91310001,"Vesterhavet","Marin","Vedersø-Ringkøbing Fjord","07.11.1984 12.00.00 +01:00","Blandingsprøve",443502.91576692695,6225929.622260254,4.35,"8,5; 0,2","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",4.6,"µg/l",9999999,NA,2
97230001,"723 Nivå Bugt","Marin","Nivå Bugt","26.07.1999 12.00.00 +02:00","Enkeltprøve",722611.4798637764,6204732.843311813,1,"1","Ej oplyst","Phosphor, total-P"," =",14,"µg/l",9999999,NA,2
95920001,"Augustenborg fjord","Marin","Augustenborg Fjord","06.06.2011 12.00.00 +02:00","Enkeltprøve",552834.9114964533,6089436.827853842,1,"1","Total","Nitrogen,total N","",309.1778411,"µg/l",9999999,NA,3
93710008,"Langerak Ved Mou","Marin","Gåser","24.05.1982 12.00.00 +02:00","Enkeltprøve",574647.9870432469,6316294.465777545,11.4,"11,4","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",14,"µg/l",9999999,NA,2
93000017,"DMU station 905","Marin","Hesselø Bugt, Vest, åbne del","21.09.2011 12.00.00 +02:00","Enkeltprøve",660753.2425069769,6340847.007636183,40,"40","Total","Oxygenmætning"," =",86.9,"pct",9999999,NA,3
96110002,"611 Kalundborg Fjord","Marin","Kalundborg fjord","20.12.1999 12.00.00 +01:00","Enkeltprøve",621802.53740692,6175247.078349712,15.5,"15,5","Total","Nitrogen,total N"," =",470,"µg/l",9999999,NA,2
95620002,"0018232","Marin","Nørrefjord","13.05.1997 12.00.00 +02:00","Enkeltprøve",568491.2205146827,6113791.488120718,8,"8","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",12.15,"mg/(m3*d)",9999999,NA,1
93220011,"322 Roskilde Fjord","Marin","Roskilde Bredning","12.06.2001 12.00.00 +02:00","Enkeltprøve",692642.6772302547,6178399.248087393,1,"1","Ej oplyst","Oxygen indhold"," =",9.42,"mg/l",9999999,NA,2
96220002,"vmpr 53016","Marin","Holsteinborg Nor","17.12.2019 12.00.00 +01:00","Enkeltprøve",656816.866805485,6120411.192599116,1,"1","Total","Nitrogen,total N"," =",630,"µg/l",9999999,NA,2
97120010,"712 Køge Bugt","Marin","Køge Bugt, åbne del","19.06.1996 12.00.00 +02:00","Blandingsprøve",716244.484313075,6155017.408894554,5.824999999999999,"12,2; 3,3; 1,2; 6,6","Opløst - filtrat fra filtrering","Nitrit+nitrat-N","<",5,"µg/l",9999999,NA,2
98110008,"6500054","Marin","Vejsnæs Bugt","13.06.1977 12.00.00 +01:00","Enkeltprøve",600251.4022606106,6077454.345974457,3,"3","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",69,"mg/(m3*d)",9999999,NA,1
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","17.02.1999 12.00.00 +01:00","Enkeltprøve",568637.5796138714,6170133.493385073,15,"15","Total","Nitrogen,total N"," =",1000,"µg/l",9999999,NA,2
94230001,"ODF17","Marin","Odense Fjord, ydre del","26.10.2010 12.00.00 +02:00","Enkeltprøve",595920.8123098745,6149057.600364021,1,"1","Total","Alkalinitet,total TA"," =",2.46,"meq/l",9999999,NA,2
94220007,"6940622","Marin","Farvandet Nord for gabet","03.02.2000 12.00.00 +01:00","Enkeltprøve",596524.3116014502,6162929.447012975,8.2,"8,2","Partikelbundet - fra filteret","Chlorophyl A"," =",1.23,"µg/l",9999999,NA,2
96260020,"Syd for Askø","Marin","Rågø sund-lindholm dyb","20.05.2025 12.00.00 +02:00","Enkeltprøve",661039.9151772904,6083806.458280188,1,"1","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",0.656,"µg/l",0.3,NA,2
96100015,"6700053","Marin","Storebælt, Øst","31.03.2003 12.00.00 +02:00","Enkeltprøve",617597.4847568087,6152867.23567505,10,"10","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",3.3,"µg/l",9999999,NA,2
94230001,"ODF17","Marin","Odense Fjord, ydre del","20.04.2021 12.00.00 +02:00","Enkeltprøve",596013.3375521911,6149163.604347651,1,"1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",59,"µg/l",1.5,NA,2
91200002,"Thyborøn transekt 7 km","Marin","Nordsøen, Thyborøn-Vedersø","25.04.1984 12.00.00 +02:00","Blandingsprøve",444103.9771727879,6285217.812188412,2.533333333333333,"0,2; 2,4; 5","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",290,"µg/l",9999999,NA,2
93210005,"321 Isefjord Yderbredning","Marin","Isefjord Yderbredning","18.08.2016 12.00.00 +02:00","Enkeltprøve",674900.7574988494,6194685.222337906,1,"1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",1.6,"µg/l",9999999,NA,2
93720002,"Nibe Og Gjøl Bredning","Marin","Nibe Bredning","16.03.2004 12.00.00 +01:00","Enkeltprøve",537558.8765441399,6321266.579379433,1,"1","Total","Suspenderede stoffer"," =",19,"mg/l",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","26.03.2000 12.00.00 +02:00","Enkeltprøve",943545.1619785636,6144866.5376737,40,"40","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",1.4,"µg/l",9999999,NA,2
95410003,"0018153","Marin","Bredningen Ved Sønder Åby","11.03.1992 12.00.00 +01:00","Enkeltprøve",555441.7439916854,6134125.267992704,0.03,"0,03","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",35.79,"mg/(m3*d)",9999999,NA,1
96600005,"6500053","Marin","Langelandssundet","29.01.2001 12.00.00 +01:00","Enkeltprøve",615079.6668659594,6103623.400418141,11.5,"11,5","Ej oplyst","Ortho-phosphat-P"," =",22,"µg/l",9999999,NA,2
94010004,"6500056","Marin","Nordlige Bælthav, åbne del, øst","01.11.1979 12.00.00 +01:00","Enkeltprøve",603538.521488691,6206766.628965872,4,"4","Ej oplyst","Phosphor, total-P"," =",27,"µg/l",9999999,NA,2
95600002,"6300043","Marin","Lillebælt, Syd","23.10.1975 12.00.00 +01:00","Enkeltprøve",574230.5421934745,6095149.342943648,12,"12","Ej oplyst","Ortho-phosphat-P"," =",29,"µg/l",9999999,NA,2
93530074,"Uggelhuse","Marin","Randers Fjord, midter del","25.10.1978 12.00.00 +01:00","Enkeltprøve",574578.0747156115,6259474.829686743,0,"0","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",86,"µg/l",9999999,NA,2
96520006,"6500033","Marin","Svendborg Sund, åbne del","28.07.1986 12.00.00 +02:00","Enkeltprøve",603678.9914344284,6102546.161889024,7.2,"7,2","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",7.62,"mg/(m3*d)",9999999,NA,1
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","02.04.1993 12.00.00 +02:00","Enkeltprøve",943545.1619785636,6144866.5376737,80,"80","Ej oplyst","Salinitet"," =",18.17,"promille",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","31.07.2003 12.00.00 +02:00","Enkeltprøve",943592.454394707,6144927.355680614,89,"89","Total","Nitrogen,total N"," =",195,"µg/l",9999999,NA,1
93000012,"DMU station 1008","Marin","Kattegat, åbne del","16.02.2018 12.00.00 +01:00","Enkeltprøve",613968.7751064993,6370742.826281153,25,"25","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",160,"µg/l",9999999,NA,3
98110009,"6500055","Marin","Vejsnæs Bugt","07.06.1983 12.00.00 +02:00","Enkeltprøve",601767.664295673,6074334.2855016645,8,"8","Ej oplyst","Nitrit+nitrat-N"," =",12,"µg/l",9999999,NA,2
97120014,"712 Køge Bugt","Marin","Køge Bugt, åbne del","08.01.2004 12.00.00 +01:00","Enkeltprøve",714022.753527895,6148219.520201488,11.7,"11,7","Ej oplyst","Ammoniak+ammonium-N"," =",15,"µg/l",9999999,NA,2
94400007,"ARH170006","Marin","Aarhus Bugt","04.04.2005 12.00.00 +02:00","Enkeltprøve",581931.5685196703,6224077.13902607,15.6,"15,6","Ej oplyst","Nitrogen,total N"," =",340,"µg/l",9999999,NA,2
95710002,"Okseøerne","Marin","Flensborg inderfjord","06.02.1990 12.00.00 +01:00","Enkeltprøve",531177.3997897,6077172.895885631,19,"19","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",318,"µg/l",9999999,NA,2
95600002,"6300043","Marin","Lillebælt, Syd","30.10.2003 12.00.00 +01:00","Enkeltprøve",574230.5421934745,6095149.342943648,10,"10","Opløst - filtrat fra filtrering","Silicium"," =",200,"µg/l",9999999,NA,2
97200012,"720 Øresund, nord, åbne del","Marin","Øresund, Nord","25.11.1993 12.00.00 +01:00","Blandingsprøve",725876.9448627544,6209307.586331621,2.3333333333333335,"2; 1; 4","Ej oplyst","Nitrit+nitrat-N"," =",46,"µg/l",9999999,NA,2
94330002,"Husodde","Marin","Husodde","26.08.2003 12.00.00 +02:00","Enkeltprøve",556774.2043654842,6189831.265426297,1,"1","Ej oplyst","Nitrogen,total N"," =",360,"µg/l",9999999,NA,2
95600003,"6300050","Marin","Lillebælt, Syd","03.02.1987 12.00.00 +01:00","Enkeltprøve",578010.1969535331,6084897.729494825,19.5,"19,5","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",2.09,"mg/(m3*h)",9999999,NA,1
98110008,"6500054","Marin","Vejsnæs Bugt","09.04.1987 12.00.00 +02:00","Enkeltprøve",600251.4022606106,6077454.345974457,0.1,"0,1","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",42.34,"mg/(m3*d)",9999999,NA,1
91500007,"Blåvand-Landegrænse, åbne del","Marin","Nordsøen, Blåvand-Landegrænsen","19.07.2004 12.00.00 +02:00","Enkeltprøve",458812.81424359314,6132541.098790822,1,"1","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N","<",3,"µg/l",9999999,NA,2
96110002,"611 Kalundborg Fjord","Marin","Kalundborg fjord","19.01.1994 12.00.00 +01:00","Enkeltprøve",621894.7005708051,6175323.819457856,16,"16","Total","Nitrogen,total N"," =",370,"µg/l",9999999,NA,2
91240003,"Nissum Fjord","Marin","Feldsted Kog","13.06.1984 12.00.00 +02:00","Enkeltprøve",453706.71987458464,6241186.672594657,0.4,"0,4","Total","Primær produktion assimilieret Carbon, potentielt"," =",568.3,"mg/(m3*h)",9999999,NA,1
96510001,"DSØ51","Marin","Ringgård Bassin, åbne del","27.11.2020 12.00.00 +01:00","Enkeltprøve",590876.7686173334,6098972.23793435,1,"1","Total","pH"," =",7.86,"pH",9999999,NA,2
96100042,"DMU station 935","Marin","Storebælt, Øst","30.01.2017 12.00.00 +01:00","Enkeltprøve",610446.1490441458,6168592.174143987,20,"20","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",42,"µg/l",9999999,NA,3
99000052,"DMU station 444","Marin","Østersøen","09.10.2017 12.00.00 +02:00","Enkeltprøve",775103.1289098528,6103170.771397277,30,"30","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",8.3,"µg/l",9999999,NA,3
94400007,"ARH170006","Marin","Aarhus Bugt","13.08.2007 12.00.00 +02:00","Enkeltprøve",581930.0167448489,6224103.04915238,15.6,"15,6","Total","Nitrogen,total N"," =",170,"µg/l",9999999,NA,3
96250056,"SV for Kejlsø","Marin","Guldborg Sund Bredning","15.11.2016 12.00.00 +01:00","Enkeltprøve",682120.8077801459,6066321.743998044,1,"1","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",1,"µg/l",9999999,NA,2
93610032,"Dybet","Marin","Mariager Fjord, midter del","18.08.1988 12.00.00 +02:00","Enkeltprøve",559681.1976926005,6280260.280961748,1.9,"1,9","Ej oplyst","Alkalinitet,total TA"," =",1.9,"meq/l",9999999,NA,2
97120010,"712 Køge Bugt","Marin","Køge Bugt, åbne del","03.10.1996 12.00.00 +02:00","Blandingsprøve",716244.484313075,6155017.408894554,1.875,"1; 0,5; 4; 2","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",20,"µg/l",9999999,NA,2
93610033,"Havnø","Marin","Mariager Fjord, ydre del","17.04.2018 12.00.00 +02:00","Enkeltprøve",571373.6716579784,6285489.612739884,1,"1","Total","Phosphor, total-P"," =",28,"µg/l",9999999,NA,3
93100009,"DMU station 922","Marin","Kattegat, Hesselø Bugt, Øst","23.10.2023 12.00.00 +02:00","Enkeltprøve",673858.8638350741,6227973.754309832,15,"15","Total","Phosphor, total-P"," =",22,"µg/l",3,NA,2
96510002,"0018310","Marin","Fåborg Fjord","09.11.2015 12.00.00 +01:00","Enkeltprøve",580267.0232495381,6103905.866453081,1,"1","Opløst - filtrat fra filtrering","Silicium"," =",200,"µg/l",9999999,NA,3
94400007,"ARH170006","Marin","Aarhus Bugt","30.06.2011 12.00.00 +02:00","Enkeltprøve",581912.794409211,6224084.127799063,15.4,"15,4","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",12,"µg/l",9999999,NA,3
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","06.07.1993 12.00.00 +02:00","Enkeltprøve",943545.1619785636,6144866.5376737,10,"10","Ej oplyst","Salinitet"," =",7.43,"promille",9999999,NA,2
92210001,"Hirtshals 25m","Marin","Skagerrak, Jammerbugten","27.07.2000 12.00.00 +02:00","Enkeltprøve",551661.1315589579,6388144.48161095,1,"1","Opløst - filtrat fra filtrering","Silicium"," =",8.7,"µg/l",9999999,NA,2
93300001,"330 Hesselø Bugt, vest, åbne del","Marin","Kattegat, Hesselø Bugt, Vest","09.02.1989 12.00.00 +01:00","Enkeltprøve",650147.1181062021,6209809.601527758,16,"16","Opløst - filtrat fra filtrering","Silicium"," =",410,"µg/l",9999999,NA,2
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","08.12.2009 12.00.00 +01:00","Enkeltprøve",568610.3036143826,6170403.885336565,5,"5","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",3.4,"µg/l",9999999,NA,3
96260020,"Syd for Askø","Marin","Rågø sund-lindholm dyb","17.04.2018 12.00.00 +02:00","Enkeltprøve",661041.0736027216,6083804.602297884,1,"1","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",1.6,"µg/l",9999999,NA,3
99200001,"Darss Tærsklen","Marin","Østersøen, Falster-Møn, Øst","01.06.2021 12.00.00 +02:00","Enkeltprøve",713761.7436434997,6087825.534657921,22.1,"22,1","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N","<",3,"µg/l",3,NA,2
99350002,"Midt i Præstø Fjord","Marin","Præstø Fjord","12.11.1990 12.00.00 +01:00","Enkeltprøve",694533.0726216785,6116967.93004598,0.5,"0,5","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",16,"µg/l",9999999,NA,2
93620001,"Dokkedal 2 m","Marin","Øster Hurup","11.05.1993 12.00.00 +02:00","Enkeltprøve",578011.6031657534,6300044.762061778,0.2,"0,2","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",5,"µg/l",9999999,NA,2
94400007,"ARH170006","Marin","Aarhus Bugt","05.05.2009 12.00.00 +02:00","Enkeltprøve",581957.2223844074,6224090.54392603,5,"5","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",2.3,"µg/l",9999999,NA,3
