"StedID","Stedtekst","Medie","Vandområde","Dato","Prøvetype","Målested, x-koordinat","Målested, y-koordinat","Dybde (m)","Faktiske dybder (m)","Analysefraktion","Stofparameter","Resultat-attribut","Resultat","Enhed","Detektionsgrænse LD","Kvantifikationsgrænse LQ","Kvalitetsmærke"
96110002,"611 Kalundborg Fjord","Marin","Kalundborg fjord","25.09.2018 12.00.00 +02:00","Enkeltprøve",621781.4305240329,6175289.137435118,15.7,"15,7","Total","Phosphor, total-P"," =",23,"µg/l",9999999,NA,3
93610032,"Dybet","Marin","Mariager Fjord, midter del","23.08.2021 12.00.00 +02:00","Dybdeintegreret prøve",559681.1976398923,6280260.284673923,5,"","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",20,"µg/l",3,NA,2
93240004,"324 Isefjord Inderbredning","Marin","Isefjord Inderbredning","23.02.1998 12.00.00 +01:00","Enkeltprøve",677343.2593754788,6178714.712497545,7.5,"7,5","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",533,"µg/l",9999999,NA,2
93610032,"Dybet","Marin","Mariager Fjord, midter del","15.08.2002 12.00.00 +02:00","Enkeltprøve",559670.699474037,6280278.611922371,25,"25","Ej oplyst","Phosphor, total-P"," =",510,"µg/l",9999999,NA,2
91610002,"Grådyb tidevandsområde","Marin","Grådyb, Tidevandsområde","05.03.1997 12.00.00 +01:00","Enkeltprøve",458487.9529868227,6151872.249543034,0,"0","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",893,"µg/l",9999999,NA,2
97120002,"712 Køge Bugt","Marin","Køge Bugt, Nord","13.04.2000 12.00.00 +02:00","Enkeltprøve",714861.2374934487,6166209.528020206,1,"1","Total","Ammoniak+ammonium-N"," =",4,"µg/l",9999999,NA,2
97200069,"MBG_S","Marin","Øresund, Nord","28.05.2025 12.00.00 +02:00","Enkeltprøve",727073.3126064261,6176898.516512172,1,"1","Total","Dodecafluor-3H-4,8-dioxanonanoat (sum forgrenet og lineær)","<",0.3,"ng/l",0.3,NA,1
97200002,"720 Øresund, nord, åbne del","Marin","Øresund","27.07.2004 12.00.00 +02:00","Enkeltprøve",734520.2048073331,6197526.750861108,15,"15","Total","Phosphor, total-P"," =",10,"µg/l",9999999,NA,2
95410004,"0018161","Marin","Emtekær Nor","03.04.2002 12.00.00 +02:00","Enkeltprøve",556647.9994303246,6132869.989159396,0.5,"0,5","Ej oplyst","Ammoniak+ammonium-N"," =",7.1,"µg/l",9999999,NA,2
96600001,"6500002","Marin","Langelandssundet","22.08.1988 12.00.00 +02:00","Enkeltprøve",609523.5743355782,6094647.791837893,1,"1","Ej oplyst","Nitrogen,total N"," =",305,"µg/l",9999999,NA,2
94400007,"ARH170006","Marin","Aarhus Bugt","07.09.2017 12.00.00 +02:00","Enkeltprøve",581933.4053984613,6224088.307115477,1,"1","Total","Nitrogen,total N","",209.5426978,"µg/l",9999999,NA,2
93000005,"DMU station 409","Marin","Kattegat, åbne del","31.05.2023 12.00.00 +02:00","Enkeltprøve",609174.2687721704,6302796.238535972,13.2,"13,2","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N","<",3,"µg/l",3,NA,2
96600001,"6500002","Marin","Langelandssundet","23.06.1981 12.00.00 +02:00","Enkeltprøve",609523.5743355782,6094647.791837893,1,"1","Ej oplyst","Oxygen indhold"," =",11.2,"mg/l",9999999,NA,1
94260001,"0018001","Marin","Nærå strand","04.09.1990 12.00.00 +02:00","Enkeltprøve",581571.3019451682,6163083.2096917275,0.48,"0,48","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",247.74,"mg/(m3*d)",9999999,NA,1
96750003,"0018843","Marin","Kertinge Nor","07.01.1991 12.00.00 +01:00","Enkeltprøve",599105.1393250157,6146170.693617663,2,"2","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",1.01,"mg/(m3*d)",9999999,NA,1
99320001,"V for N-kost i Nordre Løb","Marin","Stege Bugt","14.05.2019 12.00.00 +02:00","Enkeltprøve",706693.4618448841,6101054.625045362,1,"1","Opløst - filtrat fra filtrering","Silicium"," =",38,"µg/l",9999999,NA,2
96600004,"6500052","Marin","Langelandssundet","23.11.1992 12.00.00 +01:00","Enkeltprøve",638914.423797576,6112780.288989212,1,"1","Ej oplyst","Ammoniak+ammonium-N"," =",10,"µg/l",9999999,NA,2
93720007,"Ålborg Havneområde","Marin","Aalborg Havn","18.02.1997 12.00.00 +01:00","Enkeltprøve",557024.0809071674,6323436.981845726,0.2,"0,2","Total","Carbon, organisk TOC"," =",3.9,"mg/l",9999999,NA,2
96540003,"0018322","Marin","Kløven","18.10.2017 12.00.00 +02:00","Enkeltprøve",592012.3341062865,6081732.591527577,1,"1","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",1.37,"µg/l",9999999,NA,3
93000001,"300 Kattegat, åbne del","Marin","Kattegat, åbne del","18.11.1998 12.00.00 +01:00","Enkeltprøve",634073.8455333759,6222644.410564575,25,"25","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",8,"µg/l",9999999,NA,2
93530076,"Udbyhøj","Marin","Randers Fjord, ydre del","04.07.2006 12.00.00 +02:00","Enkeltprøve",579619.3973346683,6274318.602996327,1,"1","Ej oplyst","Phosphor, total-P"," =",76,"µg/l",9999999,NA,1
99350021,"N for Middelgrund i sejlrende","Marin","Præstø Fjord","19.04.1982 12.00.00 +02:00","Enkeltprøve",694859.6989992807,6113639.030230893,0.5,"0,5","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",20,"µg/l",9999999,NA,2
94410004,"STUDSTRUPVÆRKET","Marin","Kalø Vig, ydre del","21.05.2001 12.00.00 +02:00","Enkeltprøve",584909.2458643991,6233960.225650551,12.6,"12,6","Ej oplyst","Oxygen indhold"," =",7.8,"mg/l",9999999,NA,2
93740004,"VIB3726-00001","Marin","Risgårde Bredning, Hhvalpsund","12.07.2004 12.00.00 +02:00","Enkeltprøve",510386.20721723785,6289514.865577216,1,"1","Total","Oxygen indhold"," =",9.26,"mg/l",9999999,NA,2
94230001,"ODF17","Marin","Odense Fjord, ydre del","13.06.1989 12.00.00 +02:00","Enkeltprøve",596013.3376373918,6149163.600448473,1.4,"1,4","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",15.4,"mg/(m3*h)",9999999,NA,1
91610002,"Grådyb tidevandsområde","Marin","Grådyb, Tidevandsområde","06.11.2006 12.00.00 +01:00","Enkeltprøve",458625.787506294,6151982.243935687,1,"1","Total","Phosphor, total-P"," =",190,"µg/l",9999999,NA,2
