"Stedtekst","Dato","Medie","Dybde","Målested, x-koordinat","Målested, y-koordinat","Parameter","Resultat-attribut","Resultat","Enhed","Kvalitetsmærke"
"Fårup Sø - vandkemi","15.04.1991 12.00.00 +02:00","Marin",5.5,525369,6176393,"Oxygen indhold"," =",14,"mg/l",2
"EMDRUP SØ AMTST","13.11.2007 12.00.00 +01:00","Marin",2.3,723176,6180953,"Oxygenmætning"," =",80,"pct",2
"ST. GEDDESØ,MØN","27.08.1991 12.00.00 +02:00","Marin",2,725763,6097897,"Oxygenmætning"," =",50,"pct",2
"BIRKSØ, MIDT ","22.09.2015 12.00.00 +02:00","Marin",1,545764,6216777,"Oxygenmætning"," =",80,"pct",2
"NORS SØ - vandkemi","17.11.2009 12.00.00 +01:00","Marin",10.59,476319,6320842,"Oxygen indhold"," =",11.86,"mg/l",3
"VEDSTED SØ AMT ST 2","15.04.1997 12.00.00 +02:00","Marin",7.02,523151,6116246,"Oxygenmætning"," =",127.5,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","22.08.2012 12.00.00 +02:00","Marin",16.03,552519,6218243,"Oxygen indhold"," =",4.5,"mg/l",2
"SØBO SØ, vandkemi","04.05.1990 12.00.00 +02:00","Marin",5.5,576888,6118630,"Oxygen indhold"," =",4.4,"mg/l",2
"Arreskov Sø /004","28.04.2010 12.00.00 +02:00","Marin",2,583299,6113387,"Oxygenmætning"," =",88,"pct",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","02.06.2009 12.00.00 +02:00","Marin",4.05,504515,6211704,"Oxygen indhold"," =",9.8,"mg/l",2
"ØRHOLMDAM MIDT","24.06.1996 12.00.00 +02:00","Marin",0.2,719466,6189406,"Oxygen indhold"," =",7,"mg/l",2
"Haderslev Dam - vandkemi","22.08.2006 12.00.00 +02:00","Marin",1,527839,6121117,"Oxygen indhold"," =",9,"mg/l",2
"GUDME SØ ST 1","06.05.1998 12.00.00 +02:00","Marin",0.2,608329,6112863,"Oxygenmætning"," =",78,"pct",2
"Skanderborg Sø - vandkemi","22.07.2021 12.00.00 +02:00","Marin",2,557733.9830943213,6207907.856019728,"Oxygen indhold","",7.47,"mg/l",2
"LYNGSØ","04.09.2013 12.00.00 +02:00","Marin",3.08,533819,6223793,"Oxygen indhold"," =",5.3,"mg/l",2
"FURESØ, kemi","13.08.1991 12.00.00 +02:00","Marin",11.11,714084,6189179,"Oxygenmætning"," =",19,"pct",2
"ENSØ, Vandkemi","29.05.2001 12.00.00 +02:00","Marin",2.47,518719,6199593,"Oxygenmætning"," =",94.2,"pct",2
"SALTEN LANGSØ , MIDT --SAL2","02.09.1993 12.00.00 +02:00","Marin",8,539846,6213393,"Oxygen indhold"," =",8.1,"mg/l",2
"VEDSØ, kemi","11.08.2014 12.00.00 +02:00","Marin",0.3,657523,6148041,"Oxygenmætning"," =",72.72,"pct",2
"FURESØ, kemi","27.09.2007 12.00.00 +02:00","Marin",32,714084,6189179,"Oxygen indhold"," =",4.5,"mg/l",2
"TIM ENGE, Vandkemi","17.09.2024 12.00.00 +02:00","Marin",0.22,452341.98615368904,6227845.929545922,"Oxygenmætning","",148.7635,"pct",2
"FURESØ, kemi","05.04.1990 12.00.00 +02:00","Marin",7,714084,6189179,"Oxygen indhold"," =",12.5,"mg/l",2
"SKT. JØRGENSØ NORD-BAS AMTST","03.02.2004 12.00.00 +01:00","Marin",0.2,723719,6176181,"Oxygen indhold"," =",11.7,"mg/l",2
"TORBENFELT SØ, AMT ST","17.09.2014 12.00.00 +02:00","Marin",0.9,658319,6168694,"Oxygenmætning"," =",114,"pct",2
"Engelsholm Sø - vandkemi","19.06.2023 12.00.00 +02:00","Marin",2.543275,520068.9999653063,6174893.007530112,"Oxygenmætning","",14.37592,"pct",2
"SØBYGÅRD SØ - vandkemi","14.10.1991 12.00.00 +01:00","Marin",0,550066,6234790,"Oxygen indhold"," =",7.68,"mg/l",2
"FUSSING SØ MIDT ","05.09.2012 12.00.00 +02:00","Marin",25,553787,6258768,"Oxygen indhold"," =",0.04,"mg/l",2
"Dons Nørresø - vandkemi","15.07.2002 12.00.00 +02:00","Marin",0.19,526783,6156900,"Oxygen indhold"," =",14.3,"mg/l",2
"VIBORG NØRRESØ, Vandkemi","08.07.2015 12.00.00 +02:00","Marin",1,526649,6257983,"Oxygen indhold"," =",8.63,"mg/l",2
"DENDERUP SØ, RØNNEDE - Kemi","04.07.1990 12.00.00 +02:00","Marin",1,687888,6126727,"Oxygenmætning"," =",68,"pct",2
"FIBO SØ, Vandkemi","28.07.2009 12.00.00 +02:00","Marin",0.38,474476,6211161,"Oxygen indhold"," =",8.6,"mg/l",1
"BORUP SØ ST AMT","07.05.1990 12.00.00 +02:00","Marin",0,687544,6154115,"Oxygen indhold"," =",13.6,"mg/l",2
"FURESØ, kemi","02.11.2010 12.00.00 +01:00","Marin",0.2,714084,6189179,"Oxygen indhold"," =",9.9,"mg/l",2
"ULSE SØ, kemi","07.08.2013 12.00.00 +02:00","Marin",4.52,691219,6132094,"Oxygenmætning"," =",91.77,"pct",2
"NEDENSKOV SØ","23.08.1989 12.00.00 +02:00","Marin",4,542455,6207373,"Oxygen indhold"," =",8,"mg/l",2
"TORP SØ","11.06.2024 12.00.00 +02:00","Marin",3.04,545640.0217251909,6200821.975542748,"Oxygenmætning","",58.4207,"pct",2
"Maden Sø, Romsø /001","02.09.2025 12.00.00 +02:00","Marin",0.05,612648.0999050671,6152939.825863781,"Oxygenmætning","",97.49,"pct",2
"UTTERSLEV MOSE, MIDT BASSIN","01.06.1999 12.00.00 +02:00","Marin",0.2,720232,6180183,"Oxygen indhold"," =",6.6,"mg/l",2
"NORS SØ - vandkemi","16.09.2013 12.00.00 +02:00","Marin",8,476319,6320842,"Oxygen indhold"," =",9.35,"mg/l",2
"Store Søgård Sø - vandkemi","10.12.2009 12.00.00 +01:00","Marin",7,528587,6087722,"Oxygen indhold"," =",9.27,"mg/l",2
"BIRKESØ, Vandkemi","23.06.2025 12.00.00 +02:00","Marin",4,511561.0431954427,6262894.063320012,"Oxygen indhold","",0.02,"mg/l",2
"KJELLERUP SØ - vandkemi","29.07.2020 12.00.00 +02:00","Marin",0.2,561059,6273360,"Oxygenmætning"," =",171.5,"pct",2
"TJELE LANGSØ, Vandkemi","22.04.1999 12.00.00 +02:00","Marin",7,538029,6265253,"Oxygen indhold"," =",12.5,"mg/l",2
"TUEL SØ ST.1,HOVEDSTATION","14.09.2023 12.00.00 +02:00","Marin",10.01,663413.9597381483,6147893.0858967835,"Oxygen indhold","",0.1002,"mg/l",2
"ARRESØ, kemi","02.06.1992 12.00.00 +02:00","Marin",3,693898,6209574,"Oxygen indhold"," =",9.9,"mg/l",2
"KNUD SØ, ØST - Kemistation","16.06.2010 12.00.00 +02:00","Marin",21.04,547982,6217718,"Oxygen indhold"," =",7.7,"mg/l",2
"LYNGSØ","15.03.2001 12.00.00 +01:00","Marin",7,533819,6223793,"Oxygen indhold"," =",14.9,"mg/l",2
"Troels sø/001","07.09.1992 12.00.00 +02:00","Marin",0.2,595296,6130930,"Oxygen indhold"," =",10.6,"mg/l",2
"THORSØ, ØST FOR LANGØ  THO2","13.08.1991 12.00.00 +02:00","Marin",2,534177,6220317,"Oxygen indhold"," =",10.6,"mg/l",2
"Store Søgård Sø - vandkemi","13.10.2010 12.00.00 +02:00","Marin",1,528587,6087722,"Oxygen indhold"," =",7.89,"mg/l",2
"SØBO SØ, vandkemi","25.06.1992 12.00.00 +02:00","Marin",6,576888,6118630,"Oxygenmætning"," =",0,"pct",2
"Store Søgård Sø - vandkemi","16.10.2001 12.00.00 +02:00","Marin",0.2,528587,6087722,"Oxygen indhold"," =",8.2,"mg/l",2
"RÆVSØ, MIDT","09.09.2021 12.00.00 +02:00","Marin",6.6,527613.9983536808,6208972.815582151,"Oxygen indhold","",0.01,"mg/l",2
"BRABRAND SØ, VESTBASS","04.01.1989 12.00.00 +01:00","Marin",0.5,568689,6222983,"Oxygenmætning"," =",79,"pct",2
"TYSTRUP SØ, kemi","16.06.1998 12.00.00 +02:00","Marin",4.04,663916,6137795,"Oxygen indhold"," =",12.3,"mg/l",2
"FUSSING SØ VEST -- FUS 2","26.04.1979 12.00.00 +01:00","Marin",0.2,552757,6259154,"Oxygen indhold"," =",13.4,"mg/l",2
"NAKKEBØLLE INDDÆMNING AMT ST","13.05.2025 12.00.00 +02:00","Marin",0.58,586990.9474940385,6103666.97081896,"Oxygen indhold","",8.02,"mg/l",2
"Selager Sø - vandkemi","05.07.2023 12.00.00 +02:00","Marin",0.1470391,450042.000086385,6167384.007551235,"Oxygenmætning","",99.22922,"pct",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","02.06.2009 12.00.00 +02:00","Marin",2.05,504515,6211704,"Oxygenmætning"," =",110,"pct",2
