"Stedtekst","Dato","Medie","Dybde","Målested, x-koordinat","Målested, y-koordinat","Parameter","Resultat-attribut","Resultat","Enhed","Kvalitetsmærke"
"VOERBJERG LERGRAV - vandkemi","18.08.2021 12.00.00 +02:00","Sø",0.2,554305.0256874362,6328225.966341888,"Oxygen indhold","",9.63,"mg/l",2
"NØRRE SØ VED VEDERSØ, Vandkemi","11.09.2008 12.00.00 +02:00","Sø",0.4,450677,6233658,"Oxygenmætning"," =",92,"pct",2
"Fårup Sø - vandkemi","24.06.1991 12.00.00 +02:00","Sø",10.93,525369,6176393,"Oxygen indhold"," =",4.3,"mg/l",2
"Sjælsø vandudtag-6109","21.08.1995 12.00.00 +02:00","Sø",2,716611,6196672,"Oxygenmætning"," =",70,"pct",2
"SØBO SØ, vandkemi","08.07.1991 12.00.00 +02:00","Sø",3,576888,6118630,"Oxygenmætning"," =",167,"pct",2
"FURESØ, kemi","03.10.1991 12.00.00 +01:00","Sø",11.09,714084,6189179,"Oxygen indhold"," =",7.9,"mg/l",2
"Store Økssø - vandkemi","04.07.2019 12.00.00 +02:00","Sø",5,553034,6295933,"Oxygenmætning"," =",88.3,"pct",3
"SØHOLM SØ /001","14.08.2001 12.00.00 +02:00","Sø",10,571863,6125861,"Oxygenmætning"," =",13,"pct",2
"TJELE LANGSØ, Vandkemi","13.09.1977 12.00.00 +01:00","Sø",13,538029,6265253,"Oxygen indhold"," =",8.2,"mg/l",2
"Stilling Solbjerg Sø, SYD FOR KOLLEN","20.09.2023 12.00.00 +02:00","Sø",18.01,565080.0468364003,6213115.963554039,"Oxygenmætning","",6e-4,"pct",2
"ESRUM SØ, kemi","22.06.1987 12.00.00 +02:00","Sø",16,711305,6213072,"Oxygen indhold"," =",9.2,"mg/l",2
"Sø 265 - vandkemi","11.07.2023 12.00.00 +02:00","Sø",0.1920428,525341.9999561257,6091577.007754636,"Oxygen indhold","",8.100669,"mg/l",2
"BORUP SØ ST AMT","14.09.1993 12.00.00 +02:00","Sø",0.5,687544,6154115,"Oxygen indhold"," =",8.3,"mg/l",2
"SØHOLM SØ /001","25.05.1989 12.00.00 +02:00","Sø",9,571863,6125861,"Oxygenmætning"," =",34,"pct",2
"Jystrup Sø - KEMI","10.05.2022 12.00.00 +02:00","Sø",1,681118.9998471701,6156194.003687981,"Oxygen indhold","",10.1,"mg/l",2
"ESRUM SØ, kemi","21.09.2009 12.00.00 +02:00","Sø",16,711305,6213072,"Oxygenmætning"," =",26,"pct",1
"VALLENSBÆK SØ, AMT ST","20.08.2009 12.00.00 +02:00","Sø",0.75,710513,6170909,"Oxygenmætning"," =",103,"pct",2
"MARIBO SØNDERSØ, kemi","04.07.1988 12.00.00 +02:00","Sø",4,661571,6070255,"Oxygen indhold"," =",8.8,"mg/l",2
"HAMPEN SØ, Vandkemi","03.05.2004 12.00.00 +02:00","Sø",11.49,524669,6208043,"Oxygen indhold"," =",10.5,"mg/l",2
"HINGE SØ - vandkemi","09.01.2013 12.00.00 +01:00","Sø",0.5,531019,6234743,"Oxygenmætning"," =",93,"pct",2
"VIRKET SØ, kemi","17.07.2024 12.00.00 +02:00","Sø",3.49,690399.9739520221,6080262.9173328485,"Oxygenmætning","",0.79,"pct",2
"Rygbjerg Sø - vandkemi","10.04.1990 12.00.00 +02:00","Sø",10,522378,6116429,"Oxygen indhold"," =",10.4,"mg/l",2
"SØBYGÅRD SØ - vandkemi","06.05.1991 12.00.00 +02:00","Sø",0,550066,6234790,"Oxygen indhold"," =",14,"mg/l",2
"NEDENSKOV SØ","11.11.2009 12.00.00 +01:00","Sø",1,542455,6207373,"Oxygenmætning"," =",82,"pct",2
"LEKKENDE SØ,MERN","27.05.1993 12.00.00 +02:00","Sø",1,692002,6106701,"Oxygenmætning"," =",106,"pct",2
"BASTRUP SØ, kemi","29.07.1992 12.00.00 +02:00","Sø",0,704828,6190664,"Oxygen indhold"," =",8,"mg/l",2
"VANDET SØ - vandkemi","21.08.2014 12.00.00 +02:00","Sø",7,473039,6319052,"Oxygen indhold"," =",9.47,"mg/l",2
"ESRUM SØ, kemi","17.07.2001 12.00.00 +02:00","Sø",4,711305,6213072,"Oxygenmætning"," =",108,"pct",2
"SKØR SØ, Vandkemi","03.05.2006 12.00.00 +02:00","Sø",0.2,491055,6267116,"Oxygenmætning"," =",94,"pct",2
"BRASSØ, BRA 1","13.08.2014 12.00.00 +02:00","Sø",1.01,536232,6221992,"Oxygenmætning"," =",83,"pct",2
"NORS SØ - vandkemi","10.12.2009 12.00.00 +01:00","Sø",17.23,476319,6320842,"Oxygen indhold"," =",12.5,"mg/l",3
"MOSSØ, -- MOS2","17.09.1986 12.00.00 +02:00","Sø",0,545284,6210643,"Oxygen indhold"," =",11,"mg/l",2
"TISSØ, kemi","26.04.2007 12.00.00 +02:00","Sø",10,644295,6162469,"Oxygenmætning"," =",98,"pct",2
"SALTEN LANGSØ , MIDT --SAL2","05.11.2013 12.00.00 +01:00","Sø",7.03,539846,6213393,"Oxygen indhold"," =",9.6,"mg/l",2
"Rygbjerg Sø - vandkemi","16.05.1977 12.00.00 +01:00","Sø",5.5,522378,6116429,"Oxygenmætning"," =",79.3,"pct",2
"SMØRMOSE - vandkemi","25.08.2023 12.00.00 +02:00","Sø",0.22,586417.0462577895,6251012.076304295,"Oxygen indhold","",6.2371,"mg/l",2
"Fåresø - vandkemi","18.06.2020 12.00.00 +02:00","Sø",0.2,452131,6164521,"Oxygen indhold"," =",8.7,"mg/l",2
"Store Søgård Sø - vandkemi","27.04.2011 12.00.00 +02:00","Sø",0.2,528587,6087722,"Oxygen indhold"," =",10.88,"mg/l",2
"FARUM SØ, DYBESTE STED NORD","11.08.1999 12.00.00 +02:00","Sø",14,710835,6189267,"Oxygen indhold"," =",0,"mg/l",2
"Agsø - vandkemi","23.08.2006 12.00.00 +02:00","Sø",4,529690,6095870,"Oxygenmætning"," =",12.5,"pct",2
"FURESØ, kemi","30.09.1993 12.00.00 +01:00","Sø",30.92,714084,6189179,"Oxygen indhold"," =",0,"mg/l",2
"SØNDERBY SØ ST AMT","08.07.1991 12.00.00 +02:00","Sø",4,561030,6122153,"Oxygenmætning"," =",10,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","04.10.2018 12.00.00 +02:00","Sø",16,552519,6218243,"Oxygen indhold"," =",2.64,"mg/l",3
"RØGBØLLE SØ, SYDB, kemi","27.06.1994 12.00.00 +02:00","Sø",0.2,666003,6065651,"Oxygenmætning"," =",112,"pct",2
"SØHOLM SØ /001","12.04.2011 12.00.00 +02:00","Sø",12,571863,6125861,"Oxygenmætning"," =",101,"pct",2
"Tranekær Borgsø /001","24.07.1997 12.00.00 +02:00","Sø",0.5,618872,6096710,"Oxygenmætning"," =",116,"pct",2
"TISSØ, kemi","16.10.1990 12.00.00 +01:00","Sø",11.06,644295,6162469,"Oxygen indhold"," =",9.8,"mg/l",2
"SORTEDAMS SØ SYD BAS AMTST","28.11.2013 12.00.00 +01:00","Sø",0.2,724214,6177260,"Oxygenmætning"," =",87,"pct",1
"ABORRE SØ, kemi","29.08.1989 12.00.00 +02:00","Sø",4,725683,6098241,"Oxygenmætning"," =",80,"pct",2
"SØBYLEJET 31, MELDGÅRD SØ, Vandkemi","15.06.2022 12.00.00 +02:00","Sø",10.5,506525.00616470695,6207743.049694317,"Oxygen indhold","",4.6784,"mg/l",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","05.04.1994 12.00.00 +02:00","Sø",0.95,504515,6211704,"Oxygenmætning"," =",99,"pct",2
"Sjælsø øst","17.07.1995 12.00.00 +02:00","Sø",0.5,716924,6197202,"Oxygenmætning"," =",150,"pct",1
"TYSTRUP SØ, kemi","07.05.2003 12.00.00 +02:00","Sø",9.12,663916,6137795,"Oxygenmætning"," =",105.4,"pct",2
"TEBSTRUP SØ","07.04.1994 12.00.00 +02:00","Sø",9,554540,6201824,"Oxygen indhold"," =",18.8,"mg/l",2
"KIMMERSLEV SØ, kemi","25.08.2022 12.00.00 +02:00","Sø",1,688779.9998405922,6153065.003690881,"Oxygen indhold","",9.4,"mg/l",2
"TISSØ, kemi","16.10.1990 12.00.00 +01:00","Sø",2.01,644295,6162469,"Oxygenmætning"," =",96,"pct",2
"HORNUM SØ - vandkemi","20.04.2022 12.00.00 +02:00","Sø",1.97,545600.9674711359,6306812.985118206,"Oxygenmætning","",99.1115,"pct",2
"TYSTRUP SØ, kemi","27.11.1989 12.00.00 +01:00","Sø",11,663916,6137795,"Oxygenmætning"," =",84,"pct",2
"HORNBÆK SØ AMT ST","05.04.2000 12.00.00 +02:00","Sø",1,714834,6221227,"Oxygenmætning"," =",107,"pct",2
"BAGSVÆRD SØ, kemi","15.04.2008 12.00.00 +02:00","Sø",0.2,717383,6185871,"Oxygen indhold"," =",12.3,"mg/l",2
"Sandsøen - vandkemi","18.06.2020 12.00.00 +02:00","Sø",2.5,559962,6325360,"Oxygen indhold"," =",7.21,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","03.10.1995 12.00.00 +01:00","Sø",8,552519,6218243,"Oxygenmætning"," =",119,"pct",2
"NR. SØBY SØ ST AMT","24.07.2012 12.00.00 +02:00","Sø",0.5,587030,6127696,"Oxygen indhold"," =",12.2,"mg/l",2
